Source,Target,weight
1822,1324,2
1822,1516,2
1822,1944,1
1828,1951,3
1830,1385,1
1830,594,1
1835,285,1
1837,1888,3
1844,176,2
1845,1900,1
1850,1259,1
1850,88,1
1259,88,1
1850,9,1
1855,409,1
1855,1874,1
1863,1488,12
1867,818,6
1881,19,1
1891,71,1
1896,1392,1
1900,1786,1
1900,57,1
1901,1889,1
1906,1074,1
1907,1579,1
1914,617,1
1914,290,2
1916,1788,1
1940,505,1
1952,1412,1
1412,657,1
1957,1568,1
1961,66,1
1961,563,5
1962,710,2
1962,397,1
1972,548,2
1977,724,1
1977,395,2
1978,548,2
1982,532,1
1982,1452,1
1983,1669,1
1984,140,2
1985,706,2
1988,118,2
1988,1913,2
1994,1078,2
1996,54,3
