Source,Target,weight
467,635,5.5
467,555,6.5
635,555,4.0
467,1264,1.0
469,889,0.5
469,844,0.5
469,549,1.0
470,512,0.5
470,24,0.5
512,24,6.5
470,708,0.5
470,706,0.5
470,1113,0.5
471,1488,1.5
472,1945,1.0
472,1636,1.0
1945,1636,5.0
472,479,0.5
472,95,0.5
473,104,0.5
477,1176,1.5
477,373,0.5
478,377,0.5
479,1050,0.5
480,486,3.5
480,1269,15.0
480,1051,9.5
480,1852,7.0
480,645,4.0
645,1269,2.0
1051,1269,0.5
480,1321,2.5
1852,1269,1.0
480,1382,3.0
1321,1382,34.5
480,482,1.0
483,725,0.5
483,1055,3.0
1055,13,2.5
484,1902,2.0
1902,177,0.5
484,501,0.5
484,17,0.5
484,601,0.5
486,1204,1.0
486,1852,1.5
490,1143,1.0
493,393,1.0
493,564,0.5
494,1476,0.5
497,671,0.5
497,1954,0.5
1954,133,0.5
498,1228,1.0
499,1736,1.0
504,577,5.5
504,629,3.0
577,629,4.5
505,13,0.5
505,66,0.5
507,837,1.5
508,1241,0.5
508,1450,1.0
509,3,0.5
513,43,1.0
513,84,1.0
84,9,0.5
515,1,1.5
516,818,0.5
516,1114,3.5
516,503,0.5
1114,503,0.5
518,601,1.0
601,284,0.5
520,94,1.0
521,724,1.0
522,622,1.0
524,201,5.5
524,418,0.5
525,230,0.5
525,209,0.5
525,693,3.0
525,541,1.0
530,1500,0.5
531,747,0.5
531,1812,2.0
531,1747,0.5
531,1647,0.5
531,232,1.0
532,1617,4.0
533,650,1.0
535,217,0.5
535,159,0.5
535,264,0.5
536,28,1.5
536,827,0.5
536,87,1.5
536,60,0.5
536,225,0.5
541,82,0.5
82,87,0.5
541,352,0.5
541,47,0.5
541,1797,0.5
542,884,0.5
544,1405,0.5
544,1313,0.5
1313,311,0.5
546,1405,0.5
549,2,0.5
224,2,0.5
549,176,0.5
224,176,0.5
2,176,0.5
550,824,0.5
551,691,2.0
551,1461,0.5
553,951,0.5
553,954,0.5
553,1235,0.5
954,1235,1.5
555,223,0.5
556,993,2.5
556,786,0.5
560,20,0.5
561,655,3.5
561,1524,3.0
655,1524,3.5
561,867,1.0
564,1488,1.0
568,393,0.5
568,1005,2.5
568,747,1.0
569,116,1.0
570,42,1.0
570,1085,1.0
570,51,0.5
1085,51,1.0
573,303,0.5
578,51,0.5
578,1119,1.0
578,180,1.5
580,354,0.5
580,1271,1.0
580,599,0.5
581,1920,1.5
581,354,1.0
585,795,1.0
586,31,0.5
589,98,0.5
590,641,42.5
590,876,2.5
876,641,3.5
595,1430,0.5
597,1831,1.0
598,80,0.5
80,9,0.5
601,225,0.5
601,84,1.0
601,2,0.5
602,159,0.5
602,414,0.5
159,414,0.5
602,829,0.5
325,829,0.5
602,71,0.5
325,71,0.5
602,536,0.5
602,28,1.5
602,1262,1.5
602,353,1.0
603,1840,3.5
603,1678,1.5
603,331,0.5
1678,331,0.5
1840,1678,1.5
604,253,0.5
607,1599,1.0
607,602,0.5
607,1444,1.5
607,1921,1.5
1444,1921,2.5
612,1190,0.5
612,330,0.5
613,618,5.0
615,625,0.5
618,1705,1.5
622,1961,0.5
622,886,1.0
622,250,1.0
886,250,1.0
624,1038,0.5
624,145,0.5
624,723,0.5
626,3,0.5
628,41,0.5
628,393,0.5
628,931,0.5
630,864,0.5
634,669,0.5
635,1264,0.5
636,900,0.5
636,1320,0.5
636,1422,1.5
636,971,3.5
645,416,5.5
645,1787,7.5
416,1787,1.5
645,618,3.0
645,1200,0.5
648,19,0.5
650,775,10.5
650,347,1.5
650,224,1.5
651,795,0.5
651,798,0.5
657,1952,0.5
659,95,0.5
661,1736,0.5
662,119,0.5
663,1624,1.0
663,700,3.5
700,1624,0.5
663,1295,1.0
664,516,0.5
664,1114,0.5
664,876,1.0
664,122,1.0
876,122,1.0
664,1637,0.5
665,24,0.5
667,748,5.0
667,1451,1.5
671,416,0.5
672,399,0.5
673,695,0.5
676,1242,10.0
687,4,0.5
688,290,1.0
689,702,1.0
691,299,0.5
691,562,1.0
691,792,4.5
692,1,5.0
692,1961,2.0
692,84,0.5
84,1,0.5
692,17,0.5
1,17,0.5
692,285,0.5
692,54,0.5
1,54,0.5
673,439,1.0
696,66,1.0
696,88,1.5
697,881,0.5
699,1302,0.5
701,1648,5.0
701,737,5.0
737,1648,3.0
701,123,1.5
702,909,0.5
702,336,0.5
704,692,0.5
706,1107,2.0
707,1293,0.5
710,1540,0.5
711,891,0.5
714,82,0.5
714,1178,1.0
716,171,0.5
716,1080,2.0
719,1728,0.5
719,476,0.5
721,1477,0.5
722,1986,1.5
723,1535,1.0
723,428,0.5
1535,428,0.5
723,829,1.0
723,215,0.5
829,215,0.5
724,297,1.5
724,351,3.0
724,227,0.5
724,1122,1.0
297,1122,0.5
724,1699,1.0
730,1907,0.5
732,148,0.5
733,127,0.5
736,122,0.5
736,35,0.5
736,850,0.5
742,145,0.5
742,269,0.5
145,269,0.5
743,1201,1.0
745,1170,0.5
745,1688,0.5
745,24,1.0
748,1451,1.0
749,963,2.0
750,1467,1.5
750,1658,2.0
751,17,0.5
756,395,1.0
758,825,1.5
758,957,0.5
825,957,8.5
758,1244,1.0
758,1885,0.5
1244,1885,2.0
761,84,0.5
761,829,0.5
761,284,0.5
761,814,0.5
761,602,0.5
787,602,0.5
761,1582,0.5
761,87,0.5
763,898,1.5
768,927,1.0
770,1488,6.0
770,44,0.5
770,48,0.5
778,1650,0.5
778,729,0.5
779,947,0.5
784,197,0.5
786,1468,0.5
786,993,0.5
786,12,1.0
789,42,1.0
789,72,0.5
790,1551,0.5
790,1274,0.5
790,219,1.0
791,455,0.5
792,562,0.5
795,798,0.5
797,242,4.5
797,682,0.5
797,1540,2.0
798,1817,0.5
798,36,0.5
798,585,3.0
800,1977,0.5
800,182,0.5
1977,182,0.5
803,1371,1.5
803,1508,0.5
803,868,2.5
461,868,1.0
803,31,0.5
803,2,0.5
805,80,0.5
805,261,0.5
805,241,0.5
241,483,0.5
241,128,0.5
809,889,2.5
821,19,0.5
823,140,0.5
823,87,0.5
824,905,41.0
824,624,1.0
624,905,1.0
825,1860,0.5
827,87,2.5
369,87,0.5
829,1535,0.5
829,18,1.5
832,994,1.5
834,280,0.5
834,1237,0.5
836,863,0.5
836,1656,0.5
836,775,1.0
838,1392,1.0
840,1204,1.0
841,1905,0.5
844,889,3.0
844,45,0.5
844,992,1.0
844,809,0.5
845,8,2.5
848,396,0.5
850,1538,0.5
851,563,1.0
854,395,0.5
855,157,0.5
855,411,0.5
856,306,2.0
856,157,0.5
861,42,1.0
862,959,0.5
863,35,0.5
866,897,0.5
867,923,3.5
868,1508,0.5
873,45,0.5
875,1173,6.0
876,920,2.5
876,1094,1.5
876,1475,1.0
884,444,1.0
886,25,1.5
886,973,0.5
128,973,0.5
886,261,0.5
886,176,0.5
888,1683,2.5
889,1996,2.5
891,539,0.5
891,316,0.5
539,316,0.5
891,1023,0.5
460,1023,0.5
892,1560,0.5
892,122,0.5
893,1110,3.0
893,1206,5.5
1110,1206,3.5
894,563,0.5
897,439,0.5
897,1074,0.5
899,1278,1.5
899,962,0.5
899,71,0.5
900,1765,0.5
900,675,0.5
900,211,1.0
900,1603,1.0
901,1052,0.5
903,810,0.5
904,1262,0.5
