Source,Target,weight
1200,889,2020
1201,197,2023
1201,1635,2023
1203,108,2023
1203,1584,2023
1203,80,2023
1204,1497,2022
1204,1365,2022
1204,1988,2021
1204,1311,2021
1204,1055,2020
1207,1840,2018
1209,152,2023
1210,1085,2021
1210,209,2021
1212,25,2018
1217,4,2023
1217,563,2019
1219,201,2019
1231,327,2018
1231,691,2018
1231,792,2018
1235,1696,2019
1236,1253,2023
1247,470,2022
1247,47,2022
470,47,2022
1247,1771,2020
1248,750,2018
1254,27,2020
1255,563,2023
1255,764,2019
1256,618,2020
1256,8,2020
618,8,2020
1258,30,2023
1259,16,2022
1262,44,2022
1262,1284,2021
1262,20,2020
20,904,2019
1267,1774,2020
1274,31,2021
1274,1441,2020
1276,1925,2022
1277,844,2020
1277,252,2018
1277,19,2018
1284,264,2021
1286,1896,2020
1287,51,2018
1287,287,2018
287,51,2018
1288,42,2019
1290,1785,2022
1290,1287,2021
1290,1816,2020
1293,227,2022
1293,924,2019
1295,1647,2021
1297,434,2019
1297,921,2019
1303,248,2020
1304,207,2023
1307,31,2022
1312,4,2023
1316,284,2019
43,284,2019
414,284,2019
1321,486,2023
1321,1415,2022
1382,1415,2022
1321,957,2020
957,1382,2020
1332,82,2018
1338,786,2023
1338,352,2023
241,352,2023
1343,1448,2022
1344,17,2021
1352,1805,2022
1352,1475,2019
1356,322,2019
1356,104,2018
1357,1526,2022
1362,1151,2023
1362,1417,2023
128,1417,2023
1151,1417,2023
1362,1256,2023
128,1256,2023
1151,1256,2023
1417,1256,2023
483,1151,2023
1365,921,2022
1370,875,2019
1370,1544,2019
1371,1817,2023
1380,395,2019
1381,1907,2022
1381,1579,2019
1383,1925,2020
1383,1276,2020
1391,433,2021
1391,123,2018
1392,1581,2018
1581,838,2018
1393,1450,2023
1396,80,2022
1400,1638,2022
1405,165,2023
1405,1,2021
1405,88,2019
88,165,2019
1405,291,2019
1411,33,2022
1411,1860,2022
33,1860,2022
1416,135,2022
1421,800,2022
1421,1488,2021
1430,898,2023
1436,353,2022
1447,145,2021
1452,532,2021
1452,563,2020
1463,2,2021
1473,1692,2022
1476,664,2023
1476,1718,2021
1476,88,2020
1481,129,2022
1481,1920,2021
1482,1497,2021
1488,1787,2022
1488,645,2022
1490,35,2023
1493,627,2023
1496,634,2020
1497,1553,2022
1497,430,2021
1498,1996,2023
1499,199,2020
1500,1563,2022
1504,1709,2023
1508,1080,2023
1508,478,2018
1511,1524,2021
1513,1616,2019
1514,57,2022
1515,1888,2022
1520,1463,2023
1523,1969,2023
1529,614,2020
1530,619,2019
1534,479,2022
1534,352,2022
1537,115,2023
1537,745,2022
745,230,2022
1537,66,2019
54,66,2019
1538,1585,2020
1538,1855,2020
1585,1855,2020
1539,1182,2021
1540,61,2020
1540,1861,2020
1540,747,2019
1540,1352,2018
1541,1036,2021
1542,17,2023
1550,1421,2018
1554,226,2021
1559,674,2023
1563,706,2023
1565,297,2023
1568,64,2020
1569,1643,2023
1570,553,2022
1570,211,2022
553,211,2022
1570,1793,2018
1575,341,2019
1580,1666,2023
1584,108,2023
1585,1615,2021
1589,213,2023
1598,326,2018
1599,309,2022
1603,957,2023
1605,563,2018
1606,1131,2019
1607,328,2023
1611,1183,2022
1612,620,2021
1613,682,2023
1613,1808,2022
1628,800,2022
1628,476,2021
1639,469,2018
1639,235,2018
1645,132,2023
1648,795,2022
1656,4,2022
1657,165,2019
1658,1248,2023
1659,215,2023
1663,3,2022
1663,921,2018
1664,342,2023
1674,716,2019
1678,1907,2022
1686,50,2023
1686,1199,2022
1688,54,2022
1688,84,2022
1691,1424,2018
1697,1947,2021
1701,264,2021
1704,730,2022
1708,176,2019
1711,1905,2022
1711,1078,2021
1713,74,2020
1721,1286,2022
1721,1896,2021
1724,179,2018
1730,1293,2021
1730,43,2019
1733,530,2022
1734,1772,2023
1734,716,2021
1738,1055,2022
1752,1349,2022
1763,1630,2018
1767,1923,2023
1767,54,2023
1770,1502,2019
1771,531,2023
1771,1181,2021
1785,1430,2023
1785,898,2023
1785,1,2022
1785,967,2022
1785,253,2019
1786,1673,2023
1786,43,2022
1792,1358,2020
1358,99,2020
1793,261,2023
1796,211,2022
1799,1884,2022
1801,24,2022
1801,512,2020
1801,47,2019
1817,651,2020
1818,4,2023
1818,132,2022
1818,1606,2021
1820,1476,2020
1822,1324,2022
1822,1516,2022
1822,1944,2019
1828,1951,2023
1830,1385,2020
1830,594,2018
1835,285,2019
1837,1888,2021
1844,176,2022
1845,1900,2023
1850,1259,2023
1850,88,2023
1259,88,2023
1850,9,2020
1855,409,2021
1855,1874,2018
1863,1488,2021
1867,818,2022
1881,19,2020
1891,71,2020
1896,1392,2022
1900,1786,2024
1900,57,2020
1901,1889,2019
1906,1074,2022
1907,1579,2020
1914,617,2023
1914,290,2020
1916,1788,2018
1940,505,2023
1952,1412,2023
1412,657,2023
1957,1568,2019
1961,66,2023
1961,563,2019
1962,710,2021
1962,397,2021
1972,548,2023
1977,724,2020
1977,395,2020
1978,548,2023
1982,532,2021
1982,1452,2020
1983,1669,2022
1984,140,2023
1985,706,2019
1988,118,2021
1988,1913,2020
1994,1078,2022
1996,54,2023
